var,type,lat.box,lon.box,mean.y,sd.y
v,287,-35.75,305.25,0.315114358830521,1.00863055441599
v,281,-33.25,305.25,0.0657638611818981,0.787906244086311
v,281,-33.25,307.75,-0.0518071327133625,0.620272317499437
v,281,-30.75,305.25,0.128288853883693,0.611634779312897
v,287,-30.75,305.25,0.135527380057001,0.70375034687475
v,281,-30.75,307.75,-0.202894240263737,0.596766856219548
v,281,-28.25,305.25,0.144947628011398,0.540123094790531
v,231,-28.25,305.25,0.377907077984886,1.95275046937373
v,231,-25.75,305.25,-0.393449810672852,1.0904978717722
v,287,-28.25,305.25,0.090440826125517,0.617106520025351
v,281,-25.75,305.25,0.213112191060644,0.882559836875627
v,287,-25.75,305.25,0.250099985312134,0.704972081140081
v,281,-23.25,305.25,0.547549699503663,0.777081789554373
v,287,-23.25,305.25,-0.194218236450825,0.810216376269705
v,281,-20.75,305.25,0.471042235740566,0.652921937332324
v,287,-20.75,305.25,0.256052962458334,0.79728245012721
v,281,-20.75,302.75,0.312717664823203,0.594964439847555
t,180,-38.25,285.25,0.698659133146713,0.00398083781091799
t,180,-30.75,287.75,2.49657961753209,1.43032280695757
u,280,-38.25,285.25,-0.68270792821799,0.634125060413144
u,280,-30.75,287.75,-1.29726870215949,0.949854409342912
u,287,-38.25,300.25,0.12962796689842,0.650022354980235
v,280,-38.25,285.25,-1.21117358423365,0.313701649741287
v,280,-30.75,287.75,1.49499587931144,0.609965326700669
v,287,-38.25,300.25,0.710772181089655,1.09443879838203
t,131,-35.75,285.25,1.0830662716313,0.183401161450349
t,131,-35.75,287.75,0.41842070611822,0.696420893821816
t,131,-33.25,287.75,0.690621680865947,1.03550189037073
t,131,-38.25,290.25,0.145729158965726,1.00581165536759
t,131,-33.25,290.25,-0.0618924064976381,1.2672874293449
t,181,-20.75,292.75,0.643231770023873,1.94887095592113
t,187,-20.75,292.75,1.46028186293081,1.60258740236841
t,131,-30.75,300.25,-2.08075329470923,1.93598750177269
u,231,-35.75,285.25,-0.0567036319144558,1.57821888457907
u,231,-35.75,287.75,-0.223658917909192,1.20975246173005
u,231,-33.25,287.75,-0.103059024997849,0.765631363647817
u,231,-38.25,290.25,1.48020616415099,1.03185518051422
u,231,-33.25,290.25,-0.0237755860799657,0.87561409757131
u,281,-20.75,292.75,-0.78635327355632,0.933305571579128
u,287,-20.75,292.75,0.274035269547684,0.935204698873634
u,231,-30.75,300.25,1.53914858089529,1.27623527804645
v,231,-35.75,285.25,1.61189641717553,0.676868578090921
v,231,-35.75,287.75,0.323283495917985,1.22483812692133
v,231,-33.25,287.75,-0.102921274187516,0.747616197674341
v,231,-38.25,290.25,-1.18421792382924,3.06628531014842
v,231,-33.25,290.25,-0.103887564579064,0.90563391101269
v,281,-20.75,292.75,-0.717983451162585,0.904235576335807
v,287,-20.75,292.75,0.589900754914565,1.1722490139821
v,231,-30.75,300.25,-0.248746052455463,1.88790457462628
t,180,-40.75,285.25,0.60289122397698,0.238228738516615
t,131,-25.75,295.25,-0.628656142851279,1.19626114851191
t,131,-35.75,297.75,-0.900940307887026,1.51169828112813
t,131,-30.75,295.25,0.0269500784872061,1.07618642303274
t,131,-28.25,297.75,-1.79511049321849,1.93991299686789
t,131,-28.25,295.25,-0.777715351867115,1.31135214582577
u,280,-40.75,285.25,-0.258876657996341,0.357507138352423
u,231,-25.75,295.25,0.320184492358635,1.1201208308093
u,231,-35.75,297.75,0.678273372409191,1.43392405634541
u,231,-30.75,295.25,0.102719376483884,0.723825159414734
u,231,-28.25,297.75,2.29621335275775,1.62339820213121
u,231,-28.25,295.25,0.570316467185963,1.18739228556042
v,280,-40.75,285.25,-1.36405507448247,0.747058343990384
v,231,-25.75,295.25,-0.182949280983411,0.998730729057053
v,231,-35.75,297.75,-0.185376515928566,2.21720215191678
v,231,-30.75,295.25,-0.360773084218715,1.14841492205156
v,231,-28.25,297.75,0.369744923720836,2.12563381004902
v,231,-28.25,295.25,0.00511532449706329,1.09447728115135
t,131,-33.25,307.75,-0.884382939411332,0.302842182725722
u,231,-33.25,307.75,1.48490494648388,0.575323619853584
v,231,-33.25,307.75,1.69854827188557,0.362957407539278
t,131,-33.25,292.75,-0.468711915890989,1.03548879204381
t,131,-33.25,295.25,-0.677342763702192,1.05126633794702
u,231,-33.25,292.75,0.547852710856443,1.03468585713848
u,231,-33.25,295.25,0.581204310066247,1.22976683642978
u,287,-38.25,297.75,0.258122825920312,1.15006651849272
v,231,-33.25,292.75,-0.101867377063576,1.04696701402039
v,231,-33.25,295.25,-0.539784690268541,1.10304452517455
v,287,-38.25,297.75,0.300890224759163,0.548038084062435
t,120,-33.25,290.25,0.022235164359225,1.52878859259749
t,120,-30.75,295.25,0.139205713561234,1.41232289455437
t,181,-23.25,297.75,0.646625651021662,0.396088495212751
t,187,-23.25,300.25,-1.25730480747131,0.282118946311497
t,120,-30.75,302.75,0.00120054101799696,1.15531675261637
t,120,-30.75,305.25,0.0770352807877574,1.15936362505923
t,120,-25.75,305.25,0.00416462228331025,1.14895517097766
t,120,-20.75,305.25,0.134365029220401,1.15594057912714
u,220,-33.25,290.25,0.0243983265021519,1.39149916886465
u,220,-30.75,295.25,0.152038520073318,1.22249935150606
u,281,-23.25,297.75,-0.0170033016221319,0.212953748680762
u,287,-23.25,300.25,0.978547409675238,0.155958331237815
u,220,-30.75,302.75,-0.0259938505720993,1.06254136187075
u,220,-30.75,305.25,0.0895316820448417,1.11742447096238
u,220,-25.75,305.25,-0.0763260690187938,1.20628551286816
u,220,-20.75,305.25,0.0211434653644504,1.18922748159072
v,220,-33.25,290.25,0.124983763546268,1.39102358511213
v,220,-30.75,295.25,0.111559434326274,1.37608238759777
v,281,-23.25,297.75,0.126576714735367,0.69456780570517
v,287,-23.25,300.25,0.215354838949387,0.251092621868188
v,220,-30.75,302.75,-0.169965391751194,1.38091362277392
v,220,-30.75,305.25,-0.0876342145142715,1.2526634013046
v,220,-25.75,305.25,-0.00329603126637011,1.35952887530721
v,220,-20.75,305.25,-0.0236638313086827,1.24577946938637
t,133,-30.75,287.75,0.345663871779681,1.03144316769055
t,133,-33.25,295.25,0.301930832425336,1.94093764358016
t,133,-33.25,297.75,0.517430202977898,1.91555050232341
t,133,-33.25,300.25,-1.56953275214864,1.733036195492
t,133,-23.25,300.25,-1.69190963697219,1.58763603200371
t,133,-28.25,300.25,-2.49583003210016,1.58287277081014
u,233,-30.75,287.75,0.785960336702817,1.23096425860247
u,233,-33.25,295.25,1.60767606436068,1.07365957094218
u,233,-33.25,297.75,0.955193591142911,0.988999955643538
u,290,-40.75,297.75,0.0924325701052819,0.47132337206136
u,290,-40.75,300.25,0.0363275536131692,0.500045390730938
u,290,-40.75,302.75,-0.383276569621021,0.670464605269411
u,233,-33.25,300.25,2.0287216396328,1.14167680436112
u,233,-23.25,300.25,2.67697126003613,1.10289199908682
u,290,-38.25,302.75,-0.368169851479105,0.447857327121543
u,233,-28.25,300.25,3.8777453257659,1.358407534299
v,233,-30.75,287.75,-0.168528982797276,1.41800269657213
v,233,-33.25,295.25,0.95720004069137,1.16298969940528
v,233,-33.25,297.75,0.678485900778285,2.08574195540572
v,290,-40.75,297.75,-0.229479254239647,1.03169483850982
v,290,-40.75,300.25,0.188669452370918,0.818400057989817
v,290,-40.75,302.75,0.509370776169366,0.78314672009591
v,233,-33.25,300.25,0.122752191774189,2.00819683216217
v,233,-23.25,300.25,2.22024794501675,1.34755736954578
v,290,-38.25,302.75,0.823840336037301,0.596298117529679
v,233,-28.25,300.25,2.5598035503273,1.37441670570023
t,133,-28.25,287.75,0.605507473312378,1.10660863162516
t,133,-30.75,292.75,-0.889122368501247,1.60590433230746
t,133,-33.25,302.75,-2.21708039465636,1.68962475520255
t,133,-30.75,300.25,-2.02678955942276,0.964913412193452
t,133,-30.75,302.75,-2.22747375590632,1.5128266121341
t,133,-28.25,302.75,-2.237490032091,1.58721551158563
t,133,-25.75,302.75,-1.24683051995988,1.23868942674736
u,290,-40.75,285.25,-0.351330480546871,0.855248251296503
u,290,-38.25,285.25,-0.328195551340076,0.780615574271441
u,290,-35.75,285.25,0.274289765455891,0.519806975444996
u,290,-35.75,287.75,0.580976556287718,0.363055759975517
u,290,-33.25,285.25,0.615830667153978,0.695554949638064
u,290,-33.25,287.75,0.601073248218262,0.622682453830766
u,290,-30.75,287.75,-0.127948058115941,0.48709043679256
u,290,-30.75,285.25,-0.11741791810752,0.580201491637387
u,290,-28.25,285.25,-0.0629561113340989,0.426895069591107
u,233,-28.25,287.75,1.17027396657483,1.29273464260197
u,290,-28.25,287.75,0.0449787374067841,0.44504529456566
u,233,-30.75,292.75,1.57039891438385,1.25910426278922
u,290,-40.75,305.25,-0.177485624929394,0.711839490523928
u,290,-38.25,305.25,-0.214558066978733,0.693549611949933
u,233,-33.25,302.75,2.34108862845715,1.28468709435278
u,233,-30.75,300.25,2.73072427092337,1.16441405281247
u,233,-30.75,302.75,3.0411072956789,1.25010322035233
u,233,-28.25,302.75,3.10538748765981,1.3991070867257
u,233,-25.75,302.75,2.93217276505756,1.52152747851566
v,290,-40.75,285.25,-0.412463343465707,1.47687243931818
v,290,-38.25,285.25,-0.318411198978598,1.38478599109175
v,290,-35.75,285.25,0.0558878658904825,0.772100525600282
v,290,-35.75,287.75,0.0837435493630662,0.728540011488553
v,290,-33.25,285.25,0.0853818426125528,0.606726651863544
v,290,-33.25,287.75,0.24121710604372,0.646937317861281
v,290,-30.75,287.75,-0.0942452634988557,0.622629581280343
v,290,-30.75,285.25,0.0715101274036139,0.542090273897259
v,290,-28.25,285.25,-0.0783004376613608,0.469712932912126
v,233,-28.25,287.75,-0.876804735351931,1.23294419025447
v,290,-28.25,287.75,0.476973561078335,0.576415213410747
v,233,-30.75,292.75,-0.584919478033847,0.791034126795092
v,290,-40.75,305.25,0.311111680309548,0.744678785076555
v,290,-38.25,305.25,0.34446608569584,0.720453373042249
v,233,-33.25,302.75,1.30477904032569,1.98588908494333
v,233,-30.75,300.25,1.45264939144503,0.975246304230056
v,233,-30.75,302.75,2.17321796715389,1.65465270111334
v,233,-28.25,302.75,2.21984409543693,1.56365247465392
v,233,-25.75,302.75,2.1591636367896,1.16543037138859
t,133,-30.75,290.25,0.122302417575443,1.79686616162449
t,187,-30.75,290.25,0.909408669380196,3.09496424444255
t,131,-40.75,297.75,-1.26548983335422,1.77244555927666
t,187,-40.75,295.25,-0.310486491887823,1.79619862588765
t,133,-25.75,300.25,-2.33965900715955,1.37005454172686
t,133,-23.25,302.75,-1.96889593556959,1.63007214720422
t,133,-28.25,305.25,-2.70336659167689,1.3005348525592
u,290,-25.75,287.75,-0.0882936875396079,0.608917194393138
u,233,-30.75,290.25,0.843278304655232,1.1064361979142
u,231,-40.75,297.75,2.36180412901433,1.33726276142479
u,233,-25.75,300.25,3.48495314627325,1.4820542491039
u,233,-23.25,302.75,2.95426718545656,1.41574830128615
u,233,-28.25,305.25,3.06987517124461,1.19350507610707
v,290,-25.75,287.75,0.621241247900959,0.660756700990609
v,233,-30.75,290.25,-0.21404469130529,0.851347149098165
v,231,-40.75,297.75,-1.09537056114094,2.28112924833381
v,233,-25.75,300.25,3.35019321483047,1.30954723333984
v,233,-23.25,302.75,1.7796654482249,0.740889905911792
v,233,-28.25,305.25,1.81029977002855,0.826432223206374
t,133,-33.25,290.25,0.318769316991905,1.29657902945893
t,133,-30.75,295.25,-1.68204784720921,1.44240423713996
t,133,-33.25,292.75,-0.927959844255953,1.50923932407065
t,133,-30.75,297.75,-0.901859440045331,2.9354991921362
u,233,-33.25,290.25,-0.00828218542095316,0.856870067925875
u,233,-30.75,295.25,2.32196989809243,0.987640886939787
u,233,-33.25,292.75,1.58897593029578,1.53642263415662
u,233,-30.75,297.75,1.66417962805032,1.89144155546422
v,233,-33.25,290.25,0.497114206090513,1.0638996206408
v,233,-30.75,295.25,-0.0270288540405712,0.788319534756992
v,233,-33.25,292.75,-0.0672420324088803,2.13777484659112
v,233,-30.75,297.75,0.338624696798863,0.947148057454005
t,131,-40.75,295.25,-3.77989505391793,1.02550819457853
u,231,-40.75,295.25,3.29739339555981,1.0067522282717
v,231,-40.75,295.25,0.306621501284749,0.108308881240145
t,133,-35.75,292.75,-1.41783498920571,1.33830055077965
t,133,-35.75,295.25,-1.62155984653148,2.64685423649262
u,233,-35.75,292.75,-0.192881440668984,0.823054252070458
u,233,-35.75,295.25,0.891667200041433,1.25784923137284
v,233,-35.75,292.75,0.138269327169248,2.85685840765292
v,233,-35.75,295.25,1.34185205911769,3.27637400924232
t,130,-33.25,290.25,-0.934358070263363,0.0193358663615694
t,133,-35.75,297.75,-2.11351913238775,1.97967372410665
t,133,-35.75,300.25,-0.491004885754742,1.2650777765078
t,133,-35.75,302.75,-0.663517405147284,1.77507897886707
u,230,-33.25,290.25,0.625684487320085,0.801681219064111
u,233,-35.75,297.75,0.185029268483261,0.319232536509518
u,233,-35.75,300.25,0.113507125960933,0.831355415308044
u,233,-35.75,302.75,-0.108035243254374,0.544717130264159
v,230,-33.25,290.25,0.346978086393473,0.764974330584584
v,233,-35.75,297.75,1.01366403769797,1.38241199828892
v,233,-35.75,300.25,-0.779992801776743,1.02077742220535
v,233,-35.75,302.75,-0.294521645615468,2.37303197624199
t,131,-25.75,292.75,-0.726665117397299,1.40981180299383
t,131,-23.25,292.75,-0.694595258416256,1.41240984351318
t,131,-40.75,300.25,-1.27448552690737,1.33827400716566
u,231,-25.75,292.75,2.23766835431411,1.64174874778964
u,231,-23.25,292.75,1.85654805141261,1.42700455841189
u,231,-40.75,300.25,2.52380954893094,1.43982525657507
v,231,-25.75,292.75,-0.0843343346529333,0.756065892324712
v,231,-23.25,292.75,0.0989772362418886,0.419570712581158
v,231,-40.75,300.25,0.122883593667463,2.01761630838258
t,131,-20.75,290.25,-0.35040057959487,0.601585578263704
t,131,-23.25,290.25,-0.502150107711844,0.774321323918954
t,133,-20.75,300.25,-2.74855180860458,1.2047840488921
t,131,-30.75,305.25,-1.70956913295419,1.33671002611077
t,131,-33.25,305.25,-1.49460156441139,1.69413794741673
u,231,-20.75,290.25,1.1018756212531,1.24300389675257
u,231,-23.25,290.25,1.47094194845874,1.29784533936167
u,233,-20.75,300.25,2.72427062932452,0.781847846044078
u,231,-30.75,305.25,1.8322387232913,0.955184784803546
u,231,-33.25,305.25,1.3231527544706,1.48351949587279
v,231,-20.75,290.25,0.136651019966473,0.953463022693959
v,231,-23.25,290.25,-0.494985501949052,0.705408656077334
v,233,-20.75,300.25,1.80363206161764,0.406885687779092
v,231,-30.75,305.25,0.476251715922663,1.90239788114389
v,231,-33.25,305.25,1.55845204044102,1.08698986889814
t,133,-33.25,305.25,-1.97125951247287,1.42588282906317
u,233,-33.25,305.25,2.05666676021104,1.1561774048854
v,233,-33.25,305.25,1.53737486193051,0.728906140209014
t,120,-23.25,290.25,0.293916217609981,2.02094583931649
t,131,-35.75,290.25,-0.578534627604645,0.480226665302145
t,120,-38.25,292.75,-0.0376760840334537,1.41022005667326
t,120,-35.75,295.25,-0.191461089282289,1.3224508659004
t,120,-35.75,300.25,0.00522518483823165,1.18825609797064
t,120,-28.25,300.25,-0.0302809704740193,1.06334547392469
t,120,-25.75,302.75,0.0999404434309856,1.19848108262479
u,220,-23.25,290.25,-0.380244728131211,1.30927524603391
u,231,-35.75,290.25,0.227074662354526,0.652222272391407
u,220,-38.25,292.75,-0.104418160148992,1.25980851373749
u,220,-35.75,295.25,-0.0334509041353799,1.35042063681768
u,220,-35.75,300.25,-0.158338005658792,1.04629974454004
u,220,-28.25,300.25,-0.1763733187387,1.22010698541587
u,220,-25.75,302.75,-0.0691385853223589,1.10919574414192
u,290,-38.25,307.75,-0.25117303076536,0.548347543560891
u,290,-40.75,307.75,-0.125661964990576,0.543563285493272
u,290,-35.75,307.75,0.122049887363593,0.555390974924974
u,290,-35.75,305.25,-0.184204264671888,0.584663936677889
v,220,-23.25,290.25,0.251336350283371,1.41053780007485
v,231,-35.75,290.25,-0.083885555691243,0.867458538717498
v,220,-38.25,292.75,-0.0884330450769453,1.112989993672
v,220,-35.75,295.25,-0.000841618876490436,1.23242953054115
v,220,-35.75,300.25,-0.123065524572825,1.33118174711221
v,220,-28.25,300.25,0.0308839629250281,1.46837812665376
v,220,-25.75,302.75,0.0550267571453093,1.2946181956536
v,290,-38.25,307.75,0.306196666934819,0.606882219346724
v,290,-40.75,307.75,0.478630145144787,0.620870371640912
v,290,-35.75,307.75,0.238120687921619,0.796470802564664
v,290,-35.75,305.25,0.405080750489233,0.801251780436943
u,290,-23.25,287.75,-0.0579928549836026,0.712040532037351
u,290,-20.75,287.75,0.20899112338153,0.712637280182654
v,290,-23.25,287.75,-0.0234938714789941,0.772179341531081
v,290,-20.75,287.75,-0.431920060025482,0.763077409277388
t,130,-25.75,305.25,-2.39395051124278,1.45761604619381
u,221,-30.75,295.25,0.345867978475944,1.2133158779634
u,230,-25.75,305.25,2.17668576702963,0.820153839946049
v,221,-30.75,295.25,-0.231404304724808,1.39268142240516
v,230,-25.75,305.25,3.253272923922,0.828158209429896
t,181,-23.25,292.75,5.62929029412361,4.29050383263703
u,281,-23.25,292.75,-0.626511596596104,0.718787724910512
v,281,-23.25,292.75,-0.225405210212944,0.474640257231986
t,131,-38.25,287.75,0.558398316572668,0.27155868000734
u,231,-38.25,287.75,0.949396402731459,0.91901833544913
v,231,-38.25,287.75,-0.888037376145108,0.674381800957231
t,131,-30.75,307.75,-1.44232858906139,0.320628071237986
u,231,-30.75,307.75,1.29499930313108,0.401306280021491
v,231,-30.75,307.75,1.78135436533183,0.477053691187616
t,187,-20.75,302.75,0.26216543320645,0.231640259823427
u,287,-20.75,302.75,0.791759871178492,0.340344330014072
v,287,-20.75,302.75,0.670466539186359,0.267958408749765
t,120,-33.25,287.75,0.336695638621268,1.26013743782048
u,220,-33.25,287.75,-0.0499634287809776,1.24358363069302
v,220,-33.25,287.75,0.236279962510124,1.28916930298965
u,290,-35.75,302.75,-0.843152212745814,0.556701123975055
v,290,-35.75,302.75,-0.0700566034897178,1.06190686724406
t,180,-33.25,285.25,1.79832250820107,0.115809052738158
u,280,-33.25,285.25,-0.634156555127115,0.356841155968985
v,280,-33.25,285.25,2.62390229764033,0.808877371476761
t,131,-35.75,295.25,-1.00233849266602,1.8184899316672
u,231,-35.75,295.25,1.26723238923472,0.948188423247686
v,231,-35.75,295.25,-2.20449667963001,0.886475694160318
t,180,-35.75,287.75,0.942806576676956,0
u,280,-35.75,287.75,-1.31356420326131,0.852891802333429
v,280,-35.75,287.75,2.89454581231457,0.768833837123638
u,233,-20.75,297.75,3.43000763143083,1.02772126095045
v,233,-20.75,297.75,3.34277839923166,0.434765238182785
t,131,-35.75,292.75,1.11288775753782,0
u,231,-35.75,292.75,2.02547393840887,0.459070545457468
v,231,-35.75,292.75,-3.10241401505924,0.645170791595487
u,287,-28.25,295.25,0.894144206190903,1.02934977190237
v,287,-28.25,295.25,1.7739252267618,1.55997564327361
t,180,-35.75,305.25,0.695025974486428,0.629328097599565
u,280,-35.75,305.25,-1.89499501179388,0.212704269073369
v,280,-35.75,305.25,-0.531160825023826,1.08400591441175
t,180,-28.25,287.75,2.93337832557396,0
u,280,-28.25,287.75,-1.17314997672348,1.10317114991945
v,280,-28.25,287.75,2.14887447225963,0.305804323637402
t,133,-20.75,302.75,-1.42566923765854,0.834759192089952
u,233,-20.75,302.75,4.05838461675777,1.03798349827402
v,233,-20.75,302.75,2.21742240202847,0.350175945777772
t,133,-20.75,305.25,-0.437545293530365,0.865083505914029
u,233,-20.75,305.25,1.76744788257183,1.37179666100249
v,233,-20.75,305.25,0.865134386579958,1.13790378644404
t,133,-28.25,297.75,2.79869961157091,0
t,133,-25.75,297.75,1.56117334879589,0.217186930816989
u,233,-28.25,297.75,1.39527544407609,0.777567477641152
u,233,-25.75,297.75,1.6633950633417,0.619043401856251
v,233,-28.25,297.75,-0.734256556288587,0.29965791289681
v,233,-25.75,297.75,-1.107509170563,0.822994355184644
t,130,-40.75,287.75,5.57719447088548,0
